	lig	adj_sint
döda	døde	vblex
döda	drepe	vblex
dölja	skjule	vblex
döma	bedømme	vblex
döma	dømme	vblex
döma_ut	kassere	vblex
döna	rumle	vblex_no-adjpp-pasv
döpa	døpe	vblex
döpa	kristne	vblex
döva	bedøve	vblex
effektivera	effektivisere	vblex
effektivisera	effektivisere	vblex
effektuera	effektuere	vblex
effektuera	utføre	vblex
efterbilda	etterutdanne	vblex
efterforska	etterforske	vblex
efterforska	undersøke	vblex
efterge	befri	vblex
efterkomma	møte	vblex
efterleva	følge	vblex
efterleva	følgje	vblex
efterleva	overholde	vblex
efterlikna	etterligne	vblex
efterlysa	etterlyse	vblex
efterlämna	dra	vblex
efterlämna	etterlate	vblex
efterlämna	forlate	vblex
efterse	etterse	vblex
eftersinna	overveie	vblex_no-adjpp-pasv
eftersinna	vurdere	vblex_no-adjpp-pasv
efterskänka	ettergi	vblex
eftersända	ettersende	vblex
eftersätta	tilsidesette	vblex
eftersöka	arbeide	vblex
eftersöka	etterstrebe	vblex
eftersöka	ettersøke	vblex
eftertrakta	arbeide	vblex
eftertrakta	begjære	vblex
eftertrakta	etterstrebe	vblex
egga	egge	vblex
eka	gjenlyde	vblex
elda	elde	vblex
elda	fyre	vblex
elda	sparke	vblex
elektrifiera	elektrifisere	vblex
elektrifiera	elektrisere	vblex
eliminera	eliminere	vblex
emaljera	emaljere	vblex
emancipera	emansipere	vblex
emigrera	emigrere	vblex
emittera	emittere	vblex
emittera	utstede	vblex
emotse	forvente	vblex
emotse	imøtese	vblex
emulgera	emulgere	vblex
ena	ene	vblex
ena	forene	vblex
endossera	endossere	vblex
engagera	engasjere	vblex
enlevera	bortføre	vblex
enlevera	kidnappe	vblex
ensilera	ensilere	vblex
entlediga	avvise	vblex
entusiasmera	begeistre	vblex
entusiasmera	inspirere	vblex
envisas	insistere	vblex_pasv
erbjuda	tilby	vblex
erfara	erfare	vblex_no-adjpp-pasv
erfara	lære	vblex_no-adjpp-pasv
erfara	røyne	vblex_no-adjpp-pasv
erfordra	kreve	vblex
erhålla	skaffe	vblex
erinra	huske	vblex_no-adjpp-pasv
erinra	påminne	vblex_no-adjpp-pasv
erkänna	anerkjenne	vblex
erkänna	erkjenne	vblex
erkänna	innrømme	vblex
erodera	erodere	vblex
ersätta	bytte	vblex
ersätta	erstatte	vblex
ersätta	remplassere	vblex
ertappa	miste	vblex
erövra	erobre	vblex
eskalera	eskalere	vblex
eskortera	eskortere	vblex
estimera	anslå	vblex
estimera	estimere	vblex
etablera	etablere	vblex
etablera	opprette	vblex
etikettera	etikettere	vblex
etsa	etse	vblex
europeisera	europeisere	vblex
evakuera	evakuere	vblex
evaluera	evaluere	vblex
evaluera	vurdere	vblex
evangelisera	evangelisere	vblex_no-adjpp-pasv
examinera	eksaminere	vblex
excellera	eksellere	vblex_no-adjpp-pasv
exekvera	eksekvere	vblex
exekvera	utføre	vblex
exemplifiera	eksemplifisere	vblex
exercera	eksersere	vblex
existera	eksistere	vblex_no-adjpp-pasv
exkludera	ekskludere	vblex
exkludera	utelukke	vblex
exkommunicera	ekskommunisere	vblex
expandera	ekspandere	vblex
expediera	ekspedere	vblex
experimentera	eksperimentere	vblex_no-adjpp-pasv
exploatera	utnytte	vblex
explodera	eksplodere	vblex
exponera	eksponere	vblex
exponera	vise	vblex
exportera	eksportere	vblex
expropriera	ekspropriere	vblex
expropriera	oreigne	vblex
extrahera	ekstrahere	vblex
extrapolera	ekstrapolere	vblex
fabla	fabulere	vblex_no-adjpp-pasv
fabricera	dikte	vblex
fabricera	fabrikkere	vblex
fabulera	fantasere	vblex
fabulera	ørske	vblex
fajtas	slåss	vblex_pasv
fakturera	fakturere	vblex
falla	bumse	vblex
falla	dette	vblex
falla	falde	vblex
falla	falle	vblex
falla	stupe	vblex
falla	trulte	vblex
fallera	fallere	vblex_no-adjpp-pasv
falna	falme	vblex
falsa	false	vblex
famla	famle	vblex_no-adjpp-pasv
famla	fomle	vblex_no-adjpp-pasv
famla	stomle	vblex_no-adjpp-pasv
famla	trivle	vblex_no-adjpp-pasv
famna	famne	vblex
famna	favne	vblex
fantisera	fantasere	vblex
fantisera	ørske	vblex
fara	fare	vblex
fara	strende	vblex
fara	strene	vblex
fara	strømme	vblex
fasa	fase	vblex
fascinera	fascinere	vblex
fasta	fase	vblex_no-adjpp-pasv
fasthålla	fastholde	vblex
fasthålla	inherere	vblex
fasthålla	vedlikeholde	vblex
fastlägga	etablere	vblex
fastlägga	fastlegge	vblex
fastna	fastne	vblex_no-adjpp-pasv
fastslå	fastslå	vblex
fastställa	etablere	vblex
fatta	fatte	vblex_no-adjpp-pasv
fatta	gripe	vblex_no-adjpp-pasv
fattas	fattes	vblex_pasv
favorisera	favorisere	vblex
faxa	fakse	vblex
fela	feile	vblex_no-adjpp-pasv
fela	mislykkes	vblex
felas	fattes	vblex_pasv
felbedöma	feilbedømme	vblex
felparkera	feilparkere	vblex
femdubbla	femdoble	vblex
fermentera	fermentere	vblex
fernissa	fernissere	vblex
fiffa_upp	pusse	vblex
fiffla	snyte	vblex_no-adjpp-pasv
fightas	bale	vblex_pasv
fightas	kjempe	vblex_pasv
fightas	krungle	vblex_pasv
fightas	slåss	vblex_pasv
figurera	figurere	vblex_no-adjpp-pasv
fila	file	vblex
filea	filere	vblex
filma	filme	vblex
filmatisera	filmatisere	vblex
filosofera	filosofere	vblex_no-adjpp-pasv
filtrera	filtrere	vblex
finansiera	finansiere	vblex
finfördela	findele	vblex
finfördela	finfordele	vblex
fingera	fingere	vblex
fingra	fingre	vblex_no-adjpp-pasv
finjustera	finjustere	vblex
finjustera	justere	vblex
finkamma	finkjemme	vblex
finna	eksistere	vblex
finna	finne	vblex
finna	finnes	vblex
finna	synes	vblex
finputsa	finpusse	vblex
finslipa	finslipe	vblex
finta	finte	vblex
fira	feire	vblex
fira	fire	vblex
fisa	fise	vblex_no-adjpp-pasv
fiska	fiske	vblex
fiska	meite	vblex
fixa	fikse	vblex
fixa	skaffe	vblex
fixera	fikse	vblex
fixera	fiksere	vblex
fjanta	fjase	vblex_no-adjpp-pasv
avlägsna	fjerne	vblex
fjärma	fjerne	vblex
fjärna	fjerne	vblex
fjäska	fjeske	vblex_no-adjpp-pasv
fjättra	bende	vblex
fjättra	binde	vblex
fjättra	lenke	vblex
flacka	flakke	vblex_no-adjpp-pasv
flacka	vakle	vblex_no-adjpp-pasv
fladdra	blafre	vblex_no-adjpp-pasv
fladdra	flagre	vblex_no-adjpp-pasv
fladdra	pile	vblex_no-adjpp-pasv
flaga	flagge	vblex_no-adjpp-pasv
flaga	flake	vblex_no-adjpp-pasv
flagga	flagge	vblex
flambera	flambere	vblex
flamma	flamme	vblex_no-adjpp-pasv
flankera	flankere	vblex
flatskratta	skogre	vblex_no-adjpp-pasv
flaxa	flagre	vblex_no-adjpp-pasv
flaxa	pile	vblex_no-adjpp-pasv
flerfaldiga	formere	vblex
flika_in	inkludere	vblex
flimra	flimre	vblex_no-adjpp-pasv
flina	le	vblex_no-adjpp-pasv
flirta	flørte	vblex_no-adjpp-pasv
flockas	flokke	vblex_pasv
florera	florere	vblex_no-adjpp-pasv
flotta	flotte	vblex
flukta	se	vblex_no-adjpp-pasv
fluktuera	fluktuere	vblex_no-adjpp-pasv
flyga	fly	vblex
flyga	flyge	vblex
flyta	flyte	vblex
flyta	fløte	vblex
flytta	flytte	vblex
flytta_fram	utsette	vblex
fläcka	flekke	vblex
fläkta	vifte	vblex_no-adjpp-pasv
flämta	puste	vblex_no-adjpp-pasv
flänga	flenge	vblex
fläta	flette	vblex
flå	flå	vblex
flåsa	flåse	vblex_no-adjpp-pasv
flåsa	stønne	vblex_no-adjpp-pasv
flöda	flyte	vblex_no-adjpp-pasv
flöda	fløte	vblex_no-adjpp-pasv
flörta	flokse	vblex_no-adjpp-pasv
fnissa	fnise	vblex_no-adjpp-pasv
fnissa	knise	vblex_no-adjpp-pasv
fnittra	fnise	vblex_no-adjpp-pasv
fnittra	knise	vblex_no-adjpp-pasv
fodra	fôre	vblex
foga	tilpasse	vblex
fokusera	fokusere	vblex
folkbokföra	folkebokføre	vblex
fondera	finansiere	vblex
forcera	forsere	vblex
forcera	klatre	vblex
forcera	tvinge	vblex
fordra	fordra	vblex_no-adjpp-pasv
fordra	fordre	vblex_no-adjpp-pasv
forma	danne	vblex
forma	forme	vblex
formalisera	formalisere	vblex
formera	formere	vblex
formera	øksle	vblex
formulera	formulere	vblex
forsa	fosse	vblex_no-adjpp-pasv
forska	forske	vblex_no-adjpp-pasv
forsla	frakte	vblex
forsla	skysse	vblex
forsla	transportere	vblex
fortfara	forsette	vblex_no-adjpp-pasv
fortfara	fortsette	vblex_no-adjpp-pasv
fortgå	forsette	vblex_no-adjpp-pasv
fortgå	fortsette	vblex_no-adjpp-pasv
fortskrida	forsette	vblex
fortskrida	fortsette	vblex
fortsätta	forsette	vblex
fortsätta	fortsette	vblex
fosforescera	fosforescere	vblex_no-adjpp-pasv
fostra	fostre	vblex
fota	fotografere	vblex
fota	fyre	vblex
fota	sparke	vblex
fotografera	fotografere	vblex
fotokopiera	fotokopiere	vblex
fradga	fråde	vblex_no-adjpp-pasv
fragmentera	fragmentere	vblex
fragmentisera	fragmentere	vblex_no-adjpp-pasv
frakta	frakte	vblex
frakta	skysse	vblex
fraktionera	fraksjonere	vblex
frambringa	fremskaffe	vblex
framflytta	utsette	vblex
framföra	framføre	vblex
framföra	fremføre	vblex
framförhandla	forhandle	vblex
framhärda	holde	vblex_no-adjpp-pasv
framhäva	framheve	vblex
framhålla	framheve	vblex
framhålla	framholde	vblex
framkalla	framkalle	vblex
framkomma	dukke	vblex
framlägga	framlegge	vblex
framlägga	fremlegge	vblex
framlägga	presentere	vblex
frammana	fremkalle	vblex
framskrida	fortsette	vblex
framställa	framstille	vblex
framställa	fremstille	vblex
framstå	framstå	vblex_no-adjpp-pasv
framstå	fremstå	vblex_no-adjpp-pasv
framträda	framtre	vblex
framträda	fremtre	vblex
frankera	frankere	vblex
frappera	frappere	vblex
frasa	knatre	vblex_no-adjpp-pasv
frasa	knitre	vblex_no-adjpp-pasv
frasa	sprake	vblex_no-adjpp-pasv
fraternisera	fraternisere	vblex_no-adjpp-pasv
freda	frede	vblex
frekventera	frekventere	vblex
fresta	friste	vblex
fresta	påvirke	vblex
fria	fri	vblex
fria	frigi	vblex
fria	frigjøre	vblex
fridlysa	frede	vblex
fridlysa	fredlyse	vblex
frige	frigi	vblex
frigöra	frigjøre	vblex
frihetsberöva	anholde	vblex
frikalla	frita	vblex
frikoppla	løsne	vblex
frikänna	frifinne	vblex
frikänna	frikjenne	vblex
friköpa	frikjøpe	vblex
frisera	frisere	vblex
frisläppa	frigi	vblex
frisläppa	løslate	vblex
friställa	permittere	vblex
frita	frita	vblex
fritera	fritere	vblex
frodas	trives	vblex_pasv
frottera	frottere	vblex
frukta	frykte	vblex
frusta	pruste	vblex_no-adjpp-pasv
frustrera	frustrere	vblex
frysa	fryse	vblex
frysa	klakke	vblex
frysa	tele	vblex
frystorka	frysetørke	vblex
frälsa	frelse	vblex
främja	fremme	vblex
fräsa	frese	vblex
fräsa	hvese	vblex
fräsa	kvese	vblex
fräta	etse	vblex
fråga	frege	vblex
fråga	frette	vblex
fråga	spørre	vblex
fråga_ut	spørre	vblex
fråndöma	fradømme	vblex
frångå	fravike	vblex_no-adjpp-pasv
frånse	frase	vblex
frånskilja	fraskille	vblex
frånta	frata	vblex
fukta	fukte	vblex
fullborda	fullbyrde	vblex
fullborda	fullføre	vblex
fullfölja	fullføre	vblex
fullgöra	oppfylle	vblex
fullända	perfeksjonere	vblex
fumla	fomle	vblex_no-adjpp-pasv
fundera	fundere	vblex_no-adjpp-pasv
fundera	spekulere	vblex_no-adjpp-pasv
fungera	fungere	vblex_no-adjpp-pasv
fungera	monne	vblex_no-adjpp-pasv
fungera	virke	vblex_no-adjpp-pasv
funka	fungere	vblex_no-adjpp-pasv
funktionera	funksjonere	vblex_no-adjpp-pasv
fusionera	fusjonere	vblex
fuska	jukse	vblex_no-adjpp-pasv
fuska	snyte	vblex_no-adjpp-pasv
fylla	fylle	vblex
fylla_i	utfylle	vblex
fylleköra	fyllekjøre	vblex
fyrdubbla	firedoble	vblex
fägna	gle	vblex
fägna	glede	vblex
fäkta	fekte	vblex_no-adjpp-pasv
fälla	felle	vblex
fälla	loe	vblex
fälla	røyte	vblex
fälla_ihop	folde	vblex
fälla_ihop	kaste	vblex
fälla_ihop	skrukke	vblex
fälla_upp	brette	vblex
fängsla	fengsle	vblex
fängsla	hugta	vblex
färdas	ferdes	vblex_pasv
färdigbygga	ferdigbygge	vblex
färdigställa	fullføre	vblex
färga	farge	vblex
färglägga	fargelegge	vblex
färglägga	farvelegge	vblex
färja	ferge	vblex
färja	ferje	vblex
fästa	fasle	vblex
fästa	feste	vblex
fålla	folde	vblex
fålla	kaste	vblex
fålla	skrukke	vblex
fålla	sømme	vblex
fånga	fakke	vblex
fånga	fange	vblex
fåra	fure	vblex
föda	fø	vblex
föda	føde	vblex
föla	fole	vblex_no-adjpp-pasv
följa	fylgje	vblex
följa	følge	vblex
föra	fôre	vblex
föra	føre	vblex
föra	pense	vblex
föra_bort	bortføre	vblex
föra_bort	kidnappe	vblex
föra	lede	vblex_no-adjpp-pasv
föra	medføre	vblex_no-adjpp-pasv
föra	utføre	vblex_no-adjpp-pasv
förakta	forakte	vblex
förankra	feste	vblex
förankra	forankre	vblex
föranleda	forårsake	vblex
föranstalta	arrangere	vblex
föranstalta	fli	vblex
föranstalta	make	vblex
föranstalta	ordne	vblex
föranstalta	stelle	vblex
förarga	forarge	vblex
förbanna	bande	vblex
förbanna	banne	vblex
förbanna	forbanne	vblex
förbehålla	reservere	vblex
förbereda	forberede	vblex
förbigå	forbigå	vblex
förbigå	ignorere	vblex
förbinda	forbinde	vblex
förbise	overse	vblex
förbjuda	forby	vblex
förbli	forbli	vblex_no-pasv
förblinda	blinde	vblex
förbluffa	forbløffe	vblex
förblöda	forblø	vblex
förbruka	forbruke	vblex
förbrylla	forbause	vblex
förbrylla	forvirre	vblex
förbränna	forbrenne	vblex
förbättra	bedre	vblex
förbättra	besne	vblex
förbättra	forbedre	vblex
fördela	dele	vblex
fördela	distribuere	vblex
fördela	fordele	vblex
fördela	kleppe	vblex
fördjupa	fordype	vblex
fördjupa	utdype	vblex
fördra	fordra	vblex
fördra	forlike	vblex
fördriva	fordrive	vblex
fördröja	forhale	vblex
fördröja	forsinke	vblex
fördubbla	fordoble	vblex
fördumma	fordumme	vblex
fördyra	fordyre	vblex
fördärva	forderve	vblex
fördöma	fordømme	vblex
förebrå	bebreide	vblex
förebrå	dadle	vblex
förebrå	skjenne	vblex
förebygga	forebygge	vblex
föredra	foretrekke	vblex
förefinnas	foreligge	vblex_pasv
föregripa	foregripe	vblex
föregå	foregå	vblex
förekomma	finne	vblex
förekomma	forekomme	vblex
föreligga	foreligge	vblex_no-adjpp-pasv
förelägga	pålegge	vblex
förelägga	underkaste	vblex
föreläsa	forelese	vblex_no-adjpp-pasv
förena	forene	vblex
förenkla	forenkle	vblex
föreskriva	foreskrive	vblex
föreslå	foreslå	vblex
förestava	diktere	vblex
förestå	forestå	vblex_no-adjpp-pasv
företa	drive	vblex
företa	foreta	vblex
företa	gjennomføre	vblex
förete	demonstrere	vblex
förete	fremvise	vblex
företräda	representere	vblex
föreviga	forevige	vblex
förevisa	forevise	vblex
förfalla	forfalle	vblex
förfalska	forfalske	vblex
författa	forfatte	vblex
författa	skrive	vblex
förfela	feile	vblex
förfela	savne	vblex
förfina	avgrense	vblex
förfina	forfine	vblex
förflyktigas	skulke	vblex_pasv
förflyta	forløpe	vblex
förflytta	forflytte	vblex
förfrysa	forfryse	vblex
förfuska	forderve	vblex
förfäkta	forfekte	vblex
förfäkta	hevde	vblex
förfölja	forfølge	vblex
förföra	forføre	vblex
förfördela	forfordele	vblex
förgasa	forgasse	vblex
förgifta	forgifte	vblex
förglömma	forglemme	vblex
förglömma	glemme	vblex
förglömma	glømme	vblex
förgylla	forgylle	vblex
förgå	forgå	vblex
förgöra	herpesere	vblex
förgöra	ødelegge	vblex
förhala	forhale	vblex
förhala	utsette	vblex
förhandla	akkedere	vblex
förhandla	forhandle	vblex
förhindra	forebygge	vblex
förhindra	forhindre	vblex
förhärda	forherde	vblex
förhärja	herje	vblex
förhärliga	forherlige	vblex
förhäxa	forhekse	vblex
förhålla	forholde	vblex_no-adjpp-pasv
förhåna	forhåne	vblex
förhåna	spotte	vblex
förhöja	forhøye	vblex
förhöja	øke	vblex
förhöra	avhøre	vblex
förinta	tilintetgjøre	vblex
förkasta	avvise	vblex
förkasta	forkaste	vblex
förklara	erklære	vblex
förklara	erklære	vblex
förklara	forklare	vblex
förklara	forklare	vblex
förklara	fortolle	vblex
förklara_bort	bortforklare	vblex
förklinga	fortone	vblex
förknippa	assosiere	vblex
förkomma	forsvinne	vblex
förkorta	forkorte	vblex
förkroma	forkromme	vblex
förkunna	forkynne	vblex
förkväva	kjøve	vblex
förkväva	kvele	vblex
förkväva	kvæve	vblex
förkväva	strupe	vblex
förkväva	strype	vblex
förlama	lamme	vblex
förlama	maktstele	vblex
förlama	mergstele	vblex
förlama	paralysere	vblex
förleda	villede	vblex
förlika	forlike	vblex
förlisa	forlise	vblex
förlora	miste	vblex
förlora	tape	vblex
förlora	tape	vblex
förlägga	plassere	vblex
förläna	låne	vblex
förläna	skjenke	vblex
förlänga	forlenge	vblex
förlänga	prolongere	vblex
förlänga	utvide	vblex
förlåta	tilgi	vblex
förlöjliga	latterliggjøre	vblex
förlösa	forlese	vblex
förlösa	forløse	vblex
förlösa	gjenløse	vblex
förlösa	innfri	vblex
förmana	formane	vblex
förmedla	formidle	vblex
förmedla	midle	vblex
förmena	formene	vblex
förmildra	formilde	vblex
förminska	forminske	vblex
förmoda	anta	vblex
förmoda	tro	vblex
förmultna	formolde	vblex
förmå	formå	vblex
förmörka	formørke	vblex
förmörka	sverte	vblex
förnedra	ydmyke	vblex
förneka	fornekte	vblex
förnimma	fornemme	vblex
förnya	fornye	vblex
förnärma	fornærme	vblex
förnärma	krenke	vblex
förnärma	pikere	vblex
förnärma	tusjere	vblex
förnöja	nyte	vblex
förolämpa	fornærme	vblex
förolämpa	krenke	vblex
förolämpa	pikere	vblex
förolämpa	tusjere	vblex
förorda	anbefale	vblex
förorda	forutsi	vblex
förorena	forsøple	vblex
förorena	forurense	vblex
förorsaka	forårsake	vblex
förorätta	forurette	vblex
förpacka	balle	vblex
förpacka	pakke	vblex
förpesta	forpeste	vblex
förplikta	forplikte	vblex
förplikta	plikte	vblex
förplikta	tvinge	vblex
förpliktiga	forplikte	vblex
förpliktiga	plikte	vblex
förpliktiga	tvinge	vblex
förpläga	beverte	vblex
förringa	bagatellisere	vblex
förringa	fornedre	vblex
förringa	forringe	vblex
förrycka	forrykke	vblex
förryska	russifisere	vblex
förränta	forrente	vblex
förrätta	forrette	vblex
förråda	forråde	vblex
förråda	forråe	vblex
försaka	forsake	vblex
förse	forsyne	vblex
förse	levere	vblex
förse	providere	vblex
försegla	forsegle	vblex
försena	forsinke	vblex
försilvra	forsølve	vblex
förskansa	forskanse	vblex
förskansa	vurdere	vblex
förskingra	spre	vblex
förskingra	underslå	vblex
förskjuta	forskyve	vblex
förskräcka	skremme	vblex
försköna	forskjønne	vblex
förslappa	slapne	vblex
förslappa	slappe	vblex
förslava	slavebinde	vblex
förslita	knoge	vblex
förslita	maure	vblex
förslita	nibe	vblex
förslita	pæle	vblex
förslita	sjaue	vblex
förslita	slite	vblex
förslita	trale	vblex
förslummas	forslumme	vblex_pasv
försluta	lukke	vblex
försluta	stenge	vblex
förslå	forslå	vblex_no-adjpp-pasv
förslöa	sløve	vblex
försona	forsone	vblex
förspilla	sløse	vblex
förstelna	stivne	vblex
förstelna	stølne	vblex
förstena	forsteine	vblex
förstora	forstørre	vblex
förstumma	forstumme	vblex
förstumma	tagne	vblex
förstämma	dempe	vblex
förständiga	befale	vblex
förstärka	forsterke	vblex
förstärka	potensere	vblex
förstå	anslå	vblex_no-adjpp-pasv
förstå	forstå	vblex_no-adjpp-pasv
förstå	skjønne	vblex_no-adjpp-pasv
förstöra	herpesere	vblex
förstöra	ødelegge	vblex
försumma	forsømme	vblex
försumma	vanskjøtte	vblex
försumma	vanstelle	vblex
försumma	vanstyre	vblex
försura	beiskne	vblex
försura	forsure	vblex
försvaga	svekke	vblex
försvara	forsvare	vblex
försvenska	forsvenske	vblex
försvinna	forsvinne	vblex
försvåra	gjøre	vblex
försvåra	vanskeliggjøre	vblex
försäkra	forsikre	vblex
försämra	forverre	vblex
försänka	forsenke	vblex
försätta	forsette	vblex
försöka	forsøke	vblex_no-adjpp-pasv
försöka	prøve	vblex_no-adjpp-pasv
försörja	forsørge	vblex
förta	fjerne	vblex
förtala	baksnakke	vblex
förtala	baktale	vblex
förteckna	liste	vblex
förtenna	fortinne	vblex
förtjusa	begeistre	vblex
förtjusa	fortrolle	vblex
förtjusa	fortrylle	vblex
förtjusa	inspirere	vblex
förtjusa	kogle	vblex
förtjäna	fortjene	vblex
förtona	fortone	vblex_no-adjpp-pasv
förtreta	ergre	vblex
förtreta	irritere	vblex
förtrolla	fortrolle	vblex
förtrolla	fortrylle	vblex
förtrolla	kogle	vblex
förtrycka	undertrykke	vblex
förtryta	harme	vblex_no-adjpp-pasv
förtränga	fortrenge	vblex
förtrösta	fortrøste	vblex
förtunna	fortynne	vblex
förtvina	visne	vblex
förtvivla	fortvile	vblex
förtydliga	klargjøre	vblex
förtära	fortære	vblex
förtäta	fortette	vblex
förtöja	fortøye	vblex
förundra	forundre	vblex
förunna	forunne	vblex
förunna	unne	vblex
förutbestämma	forutbestemme	vblex
förutse	antesipere	vblex
förutse	forutse	vblex
förutse	predikere	vblex
förutspå	forutsi	vblex
förutsäga	forutsi	vblex
förutsätta	forutsette	vblex
förvalta	forvalte	vblex
förvandla	endre	vblex
förvandla	forandre	vblex
förvandla	forvandle	vblex
förvanska	forvanske	vblex
förvanska	forvrenge	vblex
förvara	oppbevare	vblex
förvarna	varsle	vblex
förverkliga	realisere	vblex
förvildas	forville	vblex_pasv
förvildas	vildre	vblex_pasv
förvilla	forville	vblex
förvirra	forvirre	vblex
förvisa	forvise	vblex
förvissa	forvisse	vblex
förvissa	tilfredsstille	vblex
förvissna	visne	vblex
förvrida	forvri	vblex
förvrida	forvride	vblex
förvränga	forvrenge	vblex
förvränga	synkverve	vblex
förvägra	blånekte	vblex
förvägra	nekte	vblex
förvända	forvenne	vblex
förvänta	forvente	vblex
förvärldsliga	verdsliggjere	vblex
förvärldsliga	verdsliggjøre	vblex
förvärra	forverre	vblex
förvärva	tilegne	vblex
förväxla	forveksle	vblex
förväxla	forvirre	vblex
förvålla	forvolde	vblex
förvålla	forårsake	vblex
förvåna	forbause	vblex
förvåna	undre	vblex
föryngra	forynge	vblex
föryngra	ynge	vblex
förädla	foredle	vblex
förädla	raffinere	vblex
förändra	endre	vblex
förändra	forandre	vblex
förära	forære	vblex
föröda	ødelegge	vblex
förödmjuka	ydmyke	vblex
föröka	formere	vblex
föröka	øke	vblex
fösa	drive	vblex
fösa	føyse	vblex
fösa	loffe	vblex
fösa	reike	vblex
fösa	reke	vblex
fösa	valandere	vblex
gaffla	gafle	vblex_no-adjpp-pasv
gagna	gagne	vblex
gala	gale	vblex_no-adjpp-pasv
gallra	sortere	vblex
gallra	tynne	vblex
gallskrika	remje	vblex_no-adjpp-pasv
gallskrika	vræle	vblex_no-adjpp-pasv
galltjuta	remje	vblex_no-adjpp-pasv
galltjuta	vræle	vblex_no-adjpp-pasv
galoppera	galoppere	vblex_no-adjpp-pasv
galva	galvanisere	vblex
galvanisera	galvanisere	vblex
gapa	gape	vblex_no-adjpp-pasv
gapa	gaupe	vblex_no-adjpp-pasv
garantera	garantere	vblex
garantera	kavere	vblex
gardera	gardere	vblex
garnera	garnere	vblex
garva	garve	vblex
garva	le	vblex
gasa	gasse	vblex
ge	finne	vblex
ge	gi	vblex
ge_ut	sleppe	vblex
ge_ut	utgi	vblex
ge	vike	vblex_no-adjpp-pasv
genera	genere	vblex
generalisera	generalisere	vblex
generera	generere	vblex
gengälda	gjengjelde	vblex
genljuda	gjenlyde	vblex_no-adjpp-pasv
genmäla	reagere	vblex
genmäla	svare	vblex
genomarbeta	gjennomarbeide	vblex
